label,label_name,pH,fat,SNF,protein,lactose,density,conductivity,refractiveIndex,turbidity,temperature,color_L,color_a,color_b,tvc_log
4,StarchAdded,6.809141453270665,3.512012555183757,10.043243199105058,3.0167971221248493,4.728560107877801,1.0364371354010598,4.624619362970303,1.343993711175129,29.356186596985022,4.831654746042197,94.33500504664643,-2.1737796647865117,6.747737553870959,4.206106171139597
4,StarchAdded,6.658208512363658,4.226089589314472,9.375441045165115,3.0766862379374644,4.699386298861137,1.032156494490398,4.6407988206790325,1.3429804250169122,35.0544389344949,3.107400609021745,91.26180491568923,-2.7904559140618286,5.895416084332381,4.376496816107407
1,WaterAdded,6.805378775831874,3.065071343074466,6.091191048114751,1.8708575517781965,3.702189545513015,1.0209641017701065,3.7139918859048677,1.3379064443415103,4.131172294313885,4.335768879328078,92.75824726613847,-2.266350543777489,6.0200297488243475,4.8700391828526435
1,WaterAdded,6.773088945027261,3.0677010256504644,6.469953132030164,2.379795845237322,3.1764017686908343,1.0245201090309215,3.560082261380198,1.337115370278409,14.284108670522258,5.254987263076585,92.00270660493129,-2.4142040536193843,5.824914849726294,4.54190117980567
4,StarchAdded,6.6116067653074815,4.045164093308559,10.928389262993763,3.5347085329136707,4.807330001797293,1.0335916504844824,4.682805624807265,1.3440946223446153,29.097448838882617,4.062296368791053,86.76451500553574,-2.335596462829088,6.156314392648084,4.018700096432127
4,StarchAdded,6.7351471112549115,3.6030378068069457,10.03655246027481,3.341266672493266,4.403257516172896,1.0333565120445023,5.043166001525345,1.343683409737974,28.105850095081912,4.580228402181956,88.93415951161995,-2.1556479753348023,8.0416995331725,4.869062210809218
1,WaterAdded,6.631648511310426,3.316686243008496,6.928123242575347,1.807555828820281,3.3829197407205145,1.022839672555751,3.4991981594508803,1.337262732389457,7.752818435851294,4.22273602282771,92.94668236677029,-2.1083960158439647,5.4647542960596045,4.393351712183961
0,Pure,6.465973361520444,4.664858118885067,8.548710595256212,3.178435221476875,4.446922482594005,1.033740941486597,4.1131558238370935,1.3425292247403529,17.737860967621323,4.7108584665015485,90.41051853201171,-2.9806663433149665,6.852220131386173,4.175120135217009
0,Pure,6.631227297642012,4.494212349474184,8.452412411750739,3.2014163450101494,4.3979566690867875,1.0306760489157805,5.042289241701206,1.3433207143138612,15.197365945946888,5.331465723594919,90.25988827008754,-2.397364121027163,7.545208518772445,4.050031361870573
0,Pure,6.735670248024256,4.787081980731921,8.458448474477137,3.515369628931536,4.366064516454859,1.0308058105989077,4.212366463143968,1.3418237456552797,10.24923483063726,4.706499456068899,90.17889845340821,-2.148237840957956,8.05237814889721,4.206246797269013
1,WaterAdded,6.864899385246138,1.858885412045856,7.029906686367259,2.4281817032799524,3.7853997818331635,1.0201780432429095,2.934804015491581,1.3376467770998661,5.897196581099019,5.558057392541666,91.97646432435273,-2.0182804713145854,6.552008310315779,4.784650833944691
2,UreaAdded,7.245071765510275,4.43045145352918,9.760508121584936,3.1410680948869487,5.000340238457008,1.0326696365375063,7.361209891564839,1.342979389628316,23.444515886125483,4.565043468130869,88.84707439615923,-2.2320501508832926,7.691548502646444,4.712143692349701
4,StarchAdded,6.673493879970243,3.490275747612494,10.288204333253566,3.1326177840933553,4.528427019951695,1.0330075039725795,4.482418759056102,1.3442290110352575,22.74811845406414,5.005186937746604,90.21057397098964,-2.7573313729795457,7.056189170484119,4.109816075158644
2,UreaAdded,7.456253612727332,3.3238279097966554,8.901247898462005,3.405196532531223,4.556559618342251,1.0321774803558181,7.084951924276282,1.3437906879845858,8.888617552872507,4.4147619255091515,90.83390461522269,-2.087914411119903,7.687214608762135,4.992631147471252
3,DetergentAdded,8.652551353649603,4.070733824916943,8.260277793848921,3.176699646126959,4.707070628205992,1.0318703814246004,10.500209174384068,1.3393630994074193,24.621220720467647,4.6034297978801675,81.76324455796188,-2.6103508609046977,6.935696915687428,5.020371959556826
0,Pure,6.586269225297121,4.36043534624302,8.07389189441938,3.18307645386856,4.793788213425819,1.031090316583018,4.219048087563121,1.3421661102217657,15.87657818497912,4.406335490796812,87.14265315001253,-3.1482800610540265,7.01450785771426,4.28307463442142
4,StarchAdded,6.696495038985355,3.7304914814833583,9.708635589898245,3.146215432375141,4.611725325060652,1.0329222254361359,4.375015927925211,1.3434066096748152,28.41535873888988,4.010695891017332,91.85349399213798,-2.6559952718065847,7.567722326971977,4.484795166230794
4,StarchAdded,6.84744598834378,4.0151681982567435,9.754307049746409,3.4094985373767015,4.494087497618773,1.031473775335723,3.9812830738891147,1.344284006230036,27.018024322777535,4.913178918177238,89.12727712695994,-3.1854785907861665,6.879948127326685,4.70355814615803
2,UreaAdded,7.427025104651919,3.3596656947474317,9.337134739415129,3.728723109318816,4.929577138264183,1.0333982128784265,6.5218562922973256,1.342677055972783,8.131541968778377,4.518503340133657,89.27596719228764,-2.6792137634727626,7.381927074008889,4.228066266092095
1,WaterAdded,7.047299187668319,2.588390139744489,6.416418456461676,1.9218089804197365,3.7845017837987567,1.0224368802815509,3.0034947889354715,1.3381797122516497,5.339885181886069,4.501779751767176,94.80441917900654,-1.7858728012415683,6.130542292428358,4.607432354731933
2,UreaAdded,7.597513398611472,4.551323621825068,8.941928328878294,3.419328762566066,4.642523166338663,1.0335104567307911,6.287471379369271,1.3427284133917616,17.59390294068074,5.226929552223203,91.33454717039179,-1.906434448963629,7.118824396239939,3.9196453166803757
1,WaterAdded,6.734512875123657,2.7267636861554863,6.036445052616451,1.9052646494731555,4.129138163711908,1.0246052270518926,2.8667467465278613,1.3384899621422146,5.054134687982886,3.99719337367092,90.39391519787151,-1.1727433595674834,5.747119934221626,3.2791465065487566
4,StarchAdded,6.905034253989526,4.27974473079409,9.29103048136486,2.873329735540652,4.351125325736038,1.0357380496474755,4.284770880089325,1.3444091885491136,25.271314072457457,4.6940266644009245,90.75269667784691,-2.8914184000516774,7.940498368693592,4.003120005670951
3,DetergentAdded,8.167655957215128,4.061428979175586,8.86050154958202,2.8225892135190196,4.245803338221046,1.0264677953326977,8.81597708926112,1.3392352377362051,33.917119674943386,5.263061126077674,87.84607562677411,-3.466687672896482,6.950491607256063,4.758796287559004
2,UreaAdded,7.057090612327411,3.88623057532836,8.745514526755672,3.2376361305344736,5.025270404302117,1.034808609310007,6.051635069222365,1.3431975858925183,14.888080134298445,5.198484283357882,90.24274839272026,-2.402990281896347,6.729707619056239,3.510698982408414
0,Pure,6.599185980235269,4.148276888413885,8.564025477293095,3.590493506894149,4.865348952920463,1.032300474359611,4.68666214321302,1.3419305834411097,18.117335362260807,4.46211785673227,91.50572092586182,-2.728742893216062,6.256992987187148,4.427155863210011
1,WaterAdded,6.7171577760648455,2.765654439680895,6.465845546714153,2.2200798931563033,4.257352782982249,1.024741703785422,2.3856389719580897,1.33767432061697,3.169069781260479,4.418610958624788,88.02537954054715,-2.435795235534214,4.47927847036588,4.692080088983738
2,UreaAdded,7.301185312134741,4.452662584204984,9.456872771734261,3.3645983201359395,4.658968899835926,1.0323744616397352,6.366466346923702,1.3429913849678945,15.267299281628912,4.087348092088917,87.94118744315477,-2.443502436903433,7.009222143850553,3.6863848620231607
3,DetergentAdded,8.211493827973623,3.7882461242514704,8.699396403118087,2.781709697863012,4.478232647005526,1.0300365248199699,6.83788417465547,1.3411133504218398,43.36206331224747,3.7500654982765935,81.68741260020474,-2.982229447599563,5.455706964917462,5.376895974119047
4,StarchAdded,6.733257284539604,4.78641492750468,10.07040966900368,3.33466844701529,4.857401463666206,1.0337829812095565,4.212721599170695,1.342490458470764,15.695031694020992,4.873971626622283,89.92199816139834,-2.5739932243521917,9.326059058060409,4.284583403020967
2,UreaAdded,7.090954456652216,3.7900269847299866,8.6817435785539,4.023387694480451,5.06261073040133,1.0323437066839496,7.83909555603315,1.3432666510867015,17.659378004617018,4.141041484941986,89.0745710793373,-2.416969613833296,5.63100590500389,3.9809309354704188
1,WaterAdded,6.729356996063687,2.5944800989167858,7.117737349811993,1.8828122480996794,3.2996174988621485,1.0228766788861492,3.193724813297225,1.337837334184412,4.271930421523843,4.380097524022492,91.80089863363007,-2.3140489175398917,6.6867754890476645,4.959704214376823
3,DetergentAdded,8.56909774095351,3.695074979150627,9.073448535630469,2.9234219724467247,4.557228510682176,1.0251464989231749,8.256001836928874,1.339206226064549,27.6698795723374,3.5329529936376916,85.32248702132655,-3.045036732045355,6.506981874065243,4.551136776883983
0,Pure,6.65586089173718,3.770260001880053,8.604027816599125,3.5781667096353287,4.863761667925651,1.0319790789626169,5.068836982876304,1.3418195825108494,11.67163333366134,5.356355705638136,90.5689414040734,-2.3970332145159174,6.540636539923486,4.279078506558005
3,DetergentAdded,8.602591346537935,3.8897343920953973,8.69020858639953,3.2337223079924393,4.8213227804170184,1.0287361273384537,9.227400251331922,1.3405145698792857,36.706794208091175,4.159843318256226,91.72187295577284,-3.7257944766050572,5.650753072659146,4.900813708576432
4,StarchAdded,6.627423519960071,4.363243346062869,9.71836900920002,3.3694824345559105,4.569328870786606,1.0356073384992732,4.619020125897491,1.3442024583305756,26.928858292125888,5.314884966921446,93.67610801831844,-3.6018586067940705,8.03372016753753,3.8141167118571717
2,UreaAdded,7.387353637211369,3.8049756103368746,8.645632794731442,3.5787106620521154,4.660644302033616,1.0326834789859962,6.423835618669357,1.342763591302223,20.91061699634403,5.3312493828918335,93.2309615450603,-1.9639517515289948,7.819644133795914,3.5554714836300993
0,Pure,6.944909442530873,4.635637853257876,8.294677690137593,3.035508408651286,4.896373212343698,1.032547264797378,4.6646651505952095,1.3423725221032232,14.623637219991299,4.6639397620796785,90.62883950944,-3.1877201490990137,7.316160295539845,3.7594374262958743
0,Pure,6.838458630593461,4.740135234895266,8.553345173464118,3.0760765133421977,4.82817724938224,1.0302315606344372,4.596950314255435,1.3424261987068506,13.601890494395274,3.702648466366602,91.27040015985457,-2.5130803358647644,6.564066531431769,3.0
3,DetergentAdded,8.220289644392166,3.936860945342462,8.783892165167307,2.854194527505383,4.759984128458063,1.0291129724884176,8.537855790435204,1.3397897552897169,41.18725770166891,4.89887726090772,87.59969549134317,-2.8783930261314667,7.691571393465307,5.124911530132581
1,WaterAdded,6.7518592193903135,3.143340493202156,6.894045363452706,1.9834983227543437,3.7993862966427647,1.0231933704653566,3.684655850259667,1.3373804143811268,7.6917210023345985,4.330407976542891,94.11206074313142,-2.2613906082830857,5.957551470988244,4.753405698831525
4,StarchAdded,6.777465361631006,4.1259744517579815,11.406653698816775,3.069667914846745,4.9665809086028325,1.0322953681799567,4.734606509501235,1.3427002858395305,24.925878347827112,4.736033575661088,89.59977777564976,-3.5025670630680064,6.8293000360729765,4.964522972022541
0,Pure,6.559932861748752,3.8625299750018645,9.024016817741792,3.488557702828015,4.897461047408999,1.0330719298652118,4.236215165276404,1.3426742975599306,14.624476714850507,4.923441051942457,90.3271636511717,-2.4539771553640324,7.932726814848792,4.450467666876492
2,UreaAdded,7.10427199045838,3.8532994623392267,9.185982134482037,3.521088655232584,4.898909670213571,1.03477441853288,7.700441829594765,1.3425945333876805,19.390571006976263,4.307954540894601,89.7524842600246,-2.837595682380545,5.876234431551731,4.185797229315471
0,Pure,6.799545824524296,4.100381073511213,8.108373292006855,3.3576056736610975,4.511214890585248,1.0324448535375574,4.623469715749285,1.3420292984154991,18.362901070843133,4.902787351403087,91.96373500593285,-2.2964569185324417,6.367580746469034,4.491148908884455
1,WaterAdded,6.881839195910497,3.216693141061839,6.748256104515186,2.6742221869680205,3.9905021497194255,1.0248820716697016,2.864567736207399,1.337214007492961,7.031545637463213,5.014267395528886,95.65329415862388,-1.7912764827946002,7.168722794231236,4.377346256906099
2,UreaAdded,7.323457541887463,4.097265120894086,8.84175070462586,3.272094195318402,5.1510429755539455,1.033178441814213,7.597921005206545,1.343120778991644,14.415557260429985,4.792045090217568,93.8841031297438,-2.6576466641944387,8.222482013102617,4.285729042029432
1,WaterAdded,6.715417818713113,2.5593390284443505,6.2770323435053115,2.4913313998058206,3.8876881240654124,1.0212082195310728,3.602496298924655,1.3384913449838085,11.883987026124569,4.811809417669508,91.91147975944284,-1.4273916567141707,6.698903791501765,5.6224492070743635
4,StarchAdded,6.833152846826174,4.32503300935088,9.52217916840754,3.3062435715632716,4.4012516517847216,1.0324595589887138,5.134177800578637,1.3434228267573993,28.057277905390322,3.8018194992120495,89.84486305030386,-2.2186274473468712,7.851717194814431,4.510592801630215
4,StarchAdded,6.759589122507068,3.46239077341891,9.380632028873082,3.0553668644902885,4.814759440993001,1.0330762299031315,4.698642873275279,1.3445702117260574,38.680086459836524,4.615579503569865,86.24513616421345,-1.8743856784018709,8.56021989466001,4.273070689704329
4,StarchAdded,6.668539597962695,4.450989545778084,9.573215220217877,3.3938715647309285,4.343482017198645,1.0335471072883664,4.41452598766579,1.343301064992225,34.67152406275828,4.179967041378305,87.14180415473788,-1.8493502876095345,7.345304679326143,4.650910692649646
1,WaterAdded,6.702128987453702,2.6600549347694247,6.792311599240778,2.114320555780464,3.823527858341884,1.0220044844346814,2.699231095810619,1.3391558072434329,6.355104680836222,3.878998396110312,88.51589211645634,-1.4624482730955304,5.6586954853399405,4.373145132466801
3,DetergentAdded,8.532436051128501,3.4782873659959823,8.209548260798638,3.4845110833994437,5.120711315892278,1.0296396335175064,8.046770270653585,1.3399250495193957,28.900446544488634,4.22928304295991,85.85485660660954,-3.047606248499194,6.944817243749512,4.711103315590926
4,StarchAdded,6.4601514496151955,4.141716496250293,9.485405365197414,2.8480695263115283,4.667962372177257,1.0336237194329134,4.439691314528913,1.3440253344415407,18.124200360377205,4.953574658832839,89.87133021749989,-1.9211146969528579,6.624358334024331,4.455334269283226
2,UreaAdded,7.090767761167173,3.9238394677050947,8.841011256035381,3.221231398406188,4.215584852245936,1.0330869532901117,6.840602893735071,1.3426013275751323,17.261344946359298,5.198453766032843,90.04244369910171,-1.8678968883375089,9.414318728384409,5.338736110104123
1,WaterAdded,6.734636445545634,3.3162043990511973,6.5665859962847435,1.9802457784588128,3.775238646078116,1.0214716248080167,3.713797751014053,1.3385946356545335,11.474438238301964,4.512964495157111,91.00777204043325,-1.9579891195334533,5.915563213644469,4.173631857218243
4,StarchAdded,6.580266104148742,4.084199820424657,11.029623561543719,3.4451077936187144,4.824007667204303,1.0379829920134742,4.713774919748704,1.3445373139574996,29.283549820294006,4.72601115851725,85.47873468215946,-2.654985137652827,6.694268681383591,4.023265895765179
0,Pure,6.642432892734294,4.73814296166202,8.502485184617866,3.1810992608101984,4.895628115111162,1.0314227712742894,4.545757764869285,1.341724231289516,21.64298982766979,3.826145384845298,90.01737094401469,-2.3129924143368377,9.030150507485438,3.570061687626904
2,UreaAdded,7.166245553477937,4.962701795449474,8.94753244743657,3.7331117844499,4.76210788018672,1.0303218576141469,7.184291338201377,1.343633127348089,15.828514109758094,5.116525502242707,86.99791047404925,-2.9542257055597476,7.584377877277119,4.414701627517889
0,Pure,6.561614256379887,4.253803787080935,8.7174626155338,3.071405940433875,4.871557472069656,1.0325607845263682,4.824915372952583,1.3430269010260174,10.866991896128727,4.031087480042439,91.272552900813,-2.0944856196351163,7.912038149044839,5.641092596261888
1,WaterAdded,6.983934066172172,2.945884709283394,6.627471477565969,2.4516561578991287,3.3299070826987163,1.025908329028382,3.049289812104858,1.3371150295921739,5.505609302232664,4.911862008096774,90.10906332001068,-1.1949619384051755,7.189283453439643,5.166719583016483
4,StarchAdded,6.767506906296352,3.9732476762166375,9.24541677154258,3.251752307154854,4.875782602887859,1.0311061463648643,5.161287773848996,1.3442865140255589,31.557780507490726,4.499327372563323,93.36782058044471,-2.018838545597627,6.869181598259171,4.64082535477117
4,StarchAdded,6.573501032864144,3.7537944142214883,9.6435100232886,3.2129446548258853,4.212324076449781,1.0324936812568912,4.356227984974034,1.3449452799526807,29.361553758250462,4.100992309869634,87.90367320499332,-2.28745622394238,6.859841548293889,4.036594214902603
0,Pure,6.656023020994103,5.06213473936985,8.642291710565663,3.3603094684667223,4.793057646058951,1.0308313219623806,4.842846844354506,1.3428759665163434,17.373095841129143,4.04530627260263,92.60419146640415,-2.860740425116912,7.969485675040216,4.976182250323991
1,WaterAdded,6.704959571108571,2.322648475022472,6.643967537830148,2.172408810177035,3.4413220289452324,1.0268180919328243,3.419650670223346,1.337682004240978,6.93881020602055,4.323577417351872,93.74947924316051,-2.154073814726569,4.2068464975458495,4.475840160632828
3,DetergentAdded,8.934021277044359,4.122345422647383,8.70702228402636,2.8115298567571494,4.661608544703549,1.0306207514932622,7.960504296344298,1.3403770957168637,33.36481984168156,4.214381188404011,91.03957432871196,-2.3172521235081036,6.954474666692832,5.070422637161331
4,StarchAdded,6.695684223095294,4.404755111381688,9.529024503899839,3.370213756559311,4.619073748186784,1.0356024882810257,4.2070187961213,1.3440068438107304,30.738842578030546,4.1622747413695,89.90653346180355,-2.5147758653728958,7.160259913186389,3.9950107961194794
1,WaterAdded,6.911338334733927,2.8007651744083972,6.472577219696301,2.4941593871541863,3.9387591148074335,1.0235209010862303,3.519681087696857,1.33821833481729,8.018592847024786,4.712340218461364,90.62398237031033,-2.1530496966655424,5.419364720247294,4.950688358214459
0,Pure,6.666540366029971,3.716293850957647,8.554914858133369,3.4683561549568025,4.589755994043499,1.0294682306837493,4.431868197665723,1.3424291212229862,15.406690249244127,4.8642593217572685,91.45640871834681,-2.1964920779024313,8.456425110469368,3.4924120876746736
1,WaterAdded,6.830068698688985,2.469891781921519,5.591782931001937,1.858889860287185,3.3654528707400706,1.025796593742412,3.3386132587276984,1.3380841230757028,2.974930943137795,5.2985473812240516,92.44735939299112,-2.05970883494608,7.1324231099888955,5.123748361784137
3,DetergentAdded,8.569610403551174,3.9017756366351826,8.229446637180173,2.8114032577601424,4.551395589423404,1.0309488454783313,8.4874576324952,1.340366170451536,49.1256571880525,4.24815134616798,88.90862470197533,-2.3973638634385934,5.680515639840084,4.9068316968394825
0,Pure,6.658797354712918,4.045903877102219,8.541300475739062,3.0848526703116774,4.713708871088023,1.02987991278488,4.279180903959446,1.3423445312418245,16.829640141571257,4.480036768313318,91.69238467081334,-1.7603459579546281,8.346536075059282,4.288203938951423
1,WaterAdded,7.004257678820261,3.264084307242838,6.318675619125723,2.21668161405871,3.2393969253557082,1.0235386876622639,3.224732668807248,1.3379490556058788,11.355633815759026,4.4184075656212425,90.13582717288529,-2.4348055174515935,6.655100271622531,3.7984307959555004
1,WaterAdded,6.76393167312977,2.6212089788775836,6.598689010909425,2.208823847686304,3.283149561446525,1.019648902446025,2.802852517848521,1.3376704568080124,7.382301407980702,3.9786828973792043,91.01838706700715,-2.565493694242793,5.8741806484516665,3.9634543358186924
4,StarchAdded,6.548153425456444,4.109086236610729,10.115334190699562,3.1979056249606197,4.886591593229874,1.031184216158181,4.6894885529789745,1.3435741111970554,22.415498988850374,4.117542037957595,88.79808607780237,-2.2805515352381054,7.526681288113813,4.169283017228115
0,Pure,6.531418508898506,4.086340322721309,8.898345878598404,3.4020504444810036,4.852403314871695,1.032933422954476,4.3914849036548205,1.3425893348876095,4.873262699467199,4.275174903078593,91.64585436286346,-2.4561577868468567,7.12701808662631,3.6834188192900723
4,StarchAdded,6.6222896850865975,4.1613113134657915,9.95434591411935,3.2727113990394474,4.416423656400842,1.033721095150439,4.556906396777389,1.3446161371980585,29.196661298651183,4.691328715797659,93.90623712137241,-3.0800533504679035,6.8507031299420085,3.7888675584861895
2,UreaAdded,7.4189029045808885,4.301365697419729,8.73568434743449,3.498747182895131,4.524947065329025,1.0346064583679786,7.288272046953257,1.3429644257189044,20.426812663760145,3.7090061776482313,88.65118565978392,-2.5009678886961484,9.412116213282967,3.718282694606968
2,UreaAdded,6.916248411712303,4.36868434604087,9.224726862747676,3.2293583973985034,4.830147959983683,1.031592039789896,8.758573706521405,1.343655785693414,18.178059370927556,4.537815185338744,88.88628951935047,-2.9240744957383495,7.2975596352595185,3.8131077139371943
3,DetergentAdded,8.2595134673925,4.3165015977403245,8.495998668687442,2.9977228909165103,4.6236549744461914,1.0311212916362984,8.813480482366254,1.3387053187443798,42.12982297033502,4.973612131000525,86.86280596107834,-2.9299510240685263,6.935287701391198,3.612324254413939
1,WaterAdded,6.6202061828810415,3.735998528772979,6.420204745449483,2.2632231989225775,3.2924207478147083,1.0249799246189055,3.5840243498806093,1.3381798777029439,12.352145192536087,4.420290475532399,91.47423505392925,-1.884296824361292,6.464961645506097,4.613973631031304
2,UreaAdded,7.382944229688541,4.818228161111659,9.110313001526107,3.0804057309862616,4.932303570399485,1.0340538579686516,6.716475101404458,1.342404638272068,19.43655229412657,4.115595567189121,90.71522410776997,-1.7767334579948215,5.9070817127431825,4.6084937990861645
4,StarchAdded,6.645030018350733,4.5033308856077126,9.961581984379816,3.273442359963244,4.768248073206942,1.0353117788859112,4.686207328866787,1.3441067975062853,28.057450313296776,5.174112153460389,88.33428985446825,-2.4993814911989864,8.596794178956975,4.446576931569013
0,Pure,6.516808688960892,4.657787467392271,8.866391612439541,2.9752164314860066,4.9526284601419315,1.032922481170233,4.537312836690279,1.3432990554478759,15.650158926368649,3.791588236025405,91.04775350157249,-2.202041079314908,7.017362520977476,4.32942353475097
2,UreaAdded,7.274319595808643,4.435289582555974,9.144554259304076,3.286934101788128,4.6540647500298,1.033220395707126,6.8292784270283775,1.3434524110595596,14.31909599366542,3.8908096986295875,90.6468949391769,-2.5910119411994814,8.10531375413273,4.20339238370592
1,WaterAdded,6.776757960794674,3.7852054755100095,6.362033116394728,2.3467128846962173,2.9209739392029705,1.0248639931267391,3.6568218369408987,1.3376834415944527,1.7244446473989683,4.578741527144971,92.03436770077106,-1.637962474627848,8.010903035413435,4.309973174699847
1,WaterAdded,6.834353386769826,3.5217795887948498,6.455699608620463,2.5357520209340327,3.762234224545358,1.0254708865724083,2.395403469815272,1.3385575137369288,7.681230052727116,4.355840428060809,89.03417391764417,-2.0027935669840917,6.033551596818243,3.848499039092598
4,StarchAdded,6.860104732875116,3.2538555971352423,9.415530479618141,3.472247926428449,4.886615165780562,1.0321486170947902,4.955957329991636,1.3440224535210006,31.960308599279866,4.147983232961205,89.7310415117145,-3.0829041135658573,6.707388027604908,4.16640485125939
1,WaterAdded,6.918302213480181,2.234832960234051,6.614668648256149,2.6290189865996294,3.470263844253013,1.0249669894039286,3.512158237834074,1.3373847180933611,12.584561822499936,4.874725438332897,93.03900562838685,-2.8310136890052675,6.794544798213313,4.753205170689569
0,Pure,6.598613308266331,3.829275267338867,8.681196270818047,3.4910284641002476,4.602854790732891,1.032504046515518,4.340922714488268,1.342103563583869,14.678908920136326,3.982378838790313,89.66952604197922,-2.7791511570355394,9.071780106333112,4.114105420788691
0,Pure,6.561395975302163,4.083597217052544,8.910942059170814,3.7996860967442987,4.7543988546380564,1.030593022537896,4.6206804231603895,1.3431604978947704,15.324042362938503,4.046675727422854,91.93699091222003,-2.034581752600626,6.6791353246435,4.252570247013736
3,DetergentAdded,7.804401821068906,3.916289937396992,7.835054763794089,3.1980496202878843,4.637187521796038,1.0292488673920945,7.657660304430028,1.3406219264458168,38.79816877783692,3.935516112806417,94.20564275176679,-3.1264747905508847,5.198856199209431,4.344988809442903
2,UreaAdded,7.093803623721701,4.056892398936551,9.458251458448888,3.4484306588457097,5.0437826852214975,1.032647898500957,7.8147039267682015,1.3426110985500836,20.611678152583664,3.3674453905503015,88.01965430759853,-2.280813544604272,7.039599116471203,4.1663631210438465
0,Pure,6.649440398117096,4.434059579457379,8.372489737158205,3.2225800595051197,4.939107551513155,1.032849102110743,4.411809915700745,1.342464200374071,10.446378759957572,4.321485399596695,91.83557474527969,-2.0699179935573735,7.9005325771049675,4.119909474872384
3,DetergentAdded,8.50404400590901,4.640787395277193,8.397508928454812,2.691717763975149,4.544088939586396,1.03134193553371,6.992596261631565,1.33994357820377,39.603696276471645,5.929166013954447,91.62477291078282,-2.9204301699813087,7.424911071616336,3.6613827838290445
0,Pure,6.959829943407126,4.109638701688998,8.853037308375022,3.170127036077224,4.859046515008121,1.0317617663249443,4.376844455181081,1.3434094492661002,18.531554889553018,4.568373323699615,87.04368209608405,-2.4444036893010277,9.662422051524068,4.007735333344116
0,Pure,6.580027449200742,4.274892968756978,8.66630158509275,3.2558060800933553,4.922833340008685,1.0327575077100473,4.340849655716842,1.3422120908796777,14.174844908545069,3.3490394176322074,88.22721340670218,-1.75325029302219,8.815974170801027,4.000385584177448
0,Pure,6.796417723875244,4.548900570713033,8.78419092134704,3.6517240968390263,4.874421094521372,1.032389159195668,4.4840638040947365,1.3431117844412093,18.28940770143265,4.1871613562518935,88.52112920810185,-2.3811922549582625,6.859969148481882,4.074590170153858
3,DetergentAdded,8.8618475280205,4.112679267598043,8.393498410777788,3.306259777462283,4.6923484753921745,1.031845251480685,8.39302486118272,1.3406006610167573,32.39419317000232,5.534618086772866,87.51446075493364,-3.9713609473128115,6.893246160435069,5.258761083813981
4,StarchAdded,6.654958828932281,4.4048577096803525,9.81718635106116,2.850378525055412,4.419188998592123,1.0348485828132854,4.903624188556849,1.3443045377279443,32.614591392827265,5.794802836046673,90.32095872259927,-2.632461124130536,7.086019901144786,5.03575078026159
